Provider No,Provider Name,Program No,Program Name,Program Type,Service Type,Zip Code of Residence at Admission,Admissions
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,10451,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,10452,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,10453,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,10456,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,10457,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,10458,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,10459,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,10460,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,10461,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,10467,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,10468,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,10469,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,10472,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,10473,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,10532,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,11101,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,11203,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,11207,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,11212,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,11216,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,11221,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,11226,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,11236,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,11414,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,11417,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,11435,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,11692,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,11705,
47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,Opioid Treatment,Treatment Clinic,11763,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,07632,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10001,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10003,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10007,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10009,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10010,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10014,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10016,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10021,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10025,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10026,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10027,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10028,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10029,15
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10033,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10035,25
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10036,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10037,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10038,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10312,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10451,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10453,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10454,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10456,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10457,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10458,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10459,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10460,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10462,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10465,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10468,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10472,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10473,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10474,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,10594,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11201,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11206,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11207,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11208,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11212,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11213,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11215,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11222,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11223,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11236,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11370,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11423,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11429,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11434,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11435,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11691,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11950,
47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,Opioid Treatment,Treatment Clinic,11953,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,10003,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,10007,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,10016,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,10026,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,10032,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,10036,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,10044,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,10304,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,10309,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,10452,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,10456,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,10457,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,10459,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,10460,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,10466,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,10467,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11101,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11205,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11206,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11207,30
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11208,15
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11212,18
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11213,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11214,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11216,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11221,6
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11222,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11223,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11225,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11229,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11230,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11232,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11233,14
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11234,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11235,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11236,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11237,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11379,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11385,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11414,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11416,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11417,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11418,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11432,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11691,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11692,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,11693,
47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Opioid Treatment,Treatment Clinic,12758,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,10001,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,10003,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,10025,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,10033,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,10276,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,10453,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,10457,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,10459,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,10460,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,10467,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,10468,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,10472,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11201,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11202,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11204,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11205,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11206,17
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11207,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11208,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11211,10
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11212,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11213,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11215,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11216,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11220,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11221,20
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11222,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11224,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11233,6
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11237,8
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11238,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11249,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11365,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11368,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11370,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11375,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11378,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11379,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11385,9
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11411,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11413,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11418,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11421,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11434,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11552,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11692,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,11788,
47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Opioid Treatment,Treatment Clinic,13903,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10001,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10009,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10011,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10016,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10018,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10023,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10025,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10027,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10030,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10031,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10032,15
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10033,19
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10034,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10035,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10037,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10040,10
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10452,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10453,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10454,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10456,6
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10457,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10458,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10463,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10467,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10468,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10469,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10471,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,10977,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,11215,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,11216,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,11221,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,11223,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,11236,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,11360,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,11373,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,11375,
47570,START Treatment & Recovery Centers,1302,HHC/Harlem Hospital Ctr Clinic #3 MMTP,Opioid Treatment,Treatment Clinic,11710,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10001,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10004,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10009,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10011,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10016,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10017,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10018,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10021,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10025,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10026,6
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10027,16
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10029,6
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10030,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10031,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10032,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10033,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10034,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10035,8
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10036,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10037,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10039,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10040,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10304,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10451,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10454,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10456,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10457,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10460,
47570,START Treatment & Recovery Centers,52059,REACH Program OP,Outpatient Services,Med Sup Outpatient,10462,
