Report Date,Borough,Community District,Case Type,Cases,Individuals
12/31/2018,Manhattan,6,All Case Types,115,154
12/31/2018,Manhattan,7,All Case Types,182,299
12/31/2018,Manhattan,8,All Case Types,78,112
12/31/2018,Manhattan,9,All Case Types,360,682
12/31/2018,Manhattan,10,All Case Types,788,1451
12/31/2018,Manhattan,11,All Case Types,784,1427
12/31/2018,Manhattan,12,All Case Types,415,840
12/31/2018,Manhattan,Unknown CD,All Case Types,1873,2668
12/31/2018,Queens,1,All Case Types,522,746
12/31/2018,Queens,2,All Case Types,264,345
12/31/2018,Queens,3,All Case Types,152,333
12/31/2018,Queens,4,All Case Types,116,221
12/31/2018,Queens,5,All Case Types,129,251
12/31/2018,Queens,6,All Case Types,24,35
12/31/2018,Queens,7,All Case Types,105,192
12/31/2018,Queens,8,All Case Types,150,266
12/31/2018,Queens,9,All Case Types,158,315
12/31/2018,Queens,10,All Case Types,152,285
12/31/2018,Queens,11,All Case Types,27,41
12/31/2018,Queens,12,All Case Types,875,1775
12/31/2018,Queens,13,All Case Types,343,654
12/31/2018,Queens,14,All Case Types,513,1088
12/31/2018,Queens,Unknown CD,All Case Types,1058,1869
