Year,Provider No,Provider Name,Program No,Program Name,County,Current Community District,Street Address,City,Zip Code,Program Type,Service Type,Current Status,Average Daily Enrollment
2010,31450,Lesbian/Gay Community Services Center,52109,Center CARE Recovery OP,New York,102,208 W 13th St,New York,10011,Outpatient,Outpatient Clinic,Operational,50
2015,31450,Lesbian/Gay Community Services Center,52109,Center CARE Recovery OP,New York,102,208 W 13th St,New York,10011,Outpatient,Outpatient Clinic,Operational,67
2019,31450,Lesbian/Gay Community Services Center,52109,Center CARE Recovery OP,New York,102,208 W 13th St,New York,10011,Outpatient,Outpatient Clinic,Operational,91
2019,31450,Lesbian/Gay Community Services Center,52950,Center CARE Recovery OP 1,New York,102,208 W 13th St,New York,10011,Outpatient,Outpatient Clinic,Operational,28
2010,31470,"Inwood Community Services, Inc",50985,"Inwood Community Services, Inc. OP",New York,112,651 Academy St,New York,10034,Outpatient,Outpatient Clinic,Operational,137
2015,31470,"Inwood Community Services, Inc",50985,"Inwood Community Services, Inc. OP",New York,112,651 Academy St,New York,10034,Outpatient,Outpatient Clinic,Operational,154
2019,31470,"Inwood Community Services, Inc",50985,"Inwood Community Services, Inc. OP",New York,112,651 Academy St,New York,10034,Outpatient,Outpatient Clinic,Operational,161
2010,31480,"Faith Mission Alcohol Crisis Ctr, Inc.",51265,Faith Mission Alcohol Crisis Ctr MMW,Queens,410,114‐40 Van Wyck Expy,South Ozone Park,11420,Crisis,Medically Monitored Withdrawal,Closed,30
2015,31480,"Faith Mission Alcohol Crisis Ctr, Inc.",51265,Faith Mission Alcohol Crisis Ctr MMW,Queens,410,114‐40 Van Wyck Expy,South Ozone Park,11420,Crisis,Medically Monitored Withdrawal,Closed,33
2010,31640,"Bridging Access to Care, Inc.",7275,"Bridging Access to Care, Inc. OP",Kings,314,2261 Church Ave,Brooklyn,11226,Outpatient,Outpatient Clinic,Operational,31
2015,31640,"Bridging Access to Care, Inc.",7275,"Bridging Access to Care, Inc. OP",Kings,314,2261 Church Ave,Brooklyn,11226,Outpatient,Outpatient Clinic,Operational,46
2019,31640,"Bridging Access to Care, Inc.",7275,"Bridging Access to Care, Inc. OP",Kings,314,2261 Church Ave,Brooklyn,11226,Outpatient,Outpatient Clinic,Operational,47
2010,32106,"Freedom Institute,  Inc.",51015,Freedom Institute Inc. OP,New York,105,515 Madison Ave,New York,10022,Outpatient,Outpatient Clinic,Operational,70
2015,32106,"Freedom Institute,  Inc.",51015,Freedom Institute Inc. OP,New York,105,515 Madison Ave,New York,10022,Outpatient,Outpatient Clinic,Operational,30
2019,32106,"Freedom Institute,  Inc.",51015,Freedom Institute Inc. OP,New York,105,515 Madison Ave,New York,10022,Outpatient,Outpatient Clinic,Operational,16
2010,32130,"Brooklyn Center for Psychotherapy, Inc",50337,New Directions OP,Kings,302,500 Atlantic Ave,Brooklyn,11217,Outpatient,Outpatient Clinic,Operational,407
2015,32130,"Brooklyn Center for Psychotherapy, Inc",50337,New Directions OP,Kings,302,500 Atlantic Ave,Brooklyn,11217,Outpatient,Outpatient Clinic,Operational,349
2019,32130,"Brooklyn Center for Psychotherapy, Inc",50337,New Directions OP,Kings,302,500 Atlantic Ave,Brooklyn,11217,Outpatient,Outpatient Clinic,Operational,240
2010,32412,"Arms Acres, Inc.",7248,"Arms Acres, Inc. OP",Queens,409,80‐02 Kew Gardens Rd,Kew Gardens,11415,Outpatient,Outpatient Clinic,Operational,172
2015,32412,"Arms Acres, Inc.",7248,"Arms Acres, Inc. OP",Queens,409,80‐02 Kew Gardens Rd,Kew Gardens,11415,Outpatient,Outpatient Clinic,Operational,196
2019,32412,"Arms Acres, Inc.",7248,"Arms Acres, Inc. OP",Queens,409,80‐02 Kew Gardens Rd,Kew Gardens,11415,Outpatient,Outpatient Clinic,Operational,212
2010,32412,"Arms Acres, Inc.",52100,"Arms Acres, Inc. OP 2",Bronx,207,3584 Jerome Ave,Bronx,10467,Outpatient,Outpatient Clinic,Operational,160
2015,32412,"Arms Acres, Inc.",52100,"Arms Acres, Inc. OP 2",Bronx,207,3584 Jerome Ave,Bronx,10467,Outpatient,Outpatient Clinic,Operational,126
2019,32412,"Arms Acres, Inc.",52100,"Arms Acres, Inc. OP 2",Bronx,207,3584 Jerome Ave,Bronx,10467,Outpatient,Outpatient Clinic,Operational,144
2019,34370,Sun River Health,53298,Alpha School 822 Program OP,Kings,305,2400 Linden Blvd,Brooklyn,11208,Outpatient,Outpatient Clinic,Operational,74
2019,34370,Sun River Health,53300,Bay Street 822 Program OP,Richmond,501,56 Bay St,Staten Island,10301,Outpatient,Outpatient Clinic,Operational,87
2010,35210,"820 River St., Inc.",51760,"820 River Street, Inc. OP",Kings,308,1140 Pacific St,Brooklyn,11216,Outpatient,Outpatient Clinic,Closed,86
2015,35210,"820 River St., Inc.",51760,"820 River Street, Inc. OP",Kings,308,1140 Pacific St,Brooklyn,11216,Outpatient,Outpatient Clinic,Closed,66
2010,35210,"820 River St., Inc.",51820,820 River St. SL 1,Queens,412,145‐53 South Road,Jamaica,11435,Residential,Supportive Living,Closed,12
2015,35210,"820 River St., Inc.",51820,820 River St. SL 1,Queens,412,145‐53 South Road,Jamaica,11435,Residential,Supportive Living,Closed,6
2010,35210,"820 River St., Inc.",52238,820 River Street CD OP,Kings,308,1140 Pacific St,Brooklyn,11216,Outpatient,Outpatient Clinic,Closed,15
2010,35210,"820 River St., Inc.",52546,"820 River St., Inc. IR",Kings,308,1140 Pacific St,Brooklyn,11216,Residential,Intensive Residential,Closed,18
2010,39050,"Palladia, Inc.",1656,Starhill IR,Bronx,205,1600 Macombs Rd,Bronx,10452,Residential,Intensive Residential,Closed,330
2015,39050,"Palladia, Inc.",1656,Starhill IR,Bronx,205,1600 Macombs Rd,Bronx,10452,Residential,Intensive Residential,Closed,192
2010,39050,"Palladia, Inc.",4296,"Palladia, Inc Community Residence",New York,111,1806‐08 Third Avenue,New York,10029,Residential,Community Residential,Closed,72
2010,39050,"Palladia, Inc.",5475,CTI Harlem  OP,New York,111,177 E 122nd St,New York,10035,Outpatient,Outpatient Clinic,Closed,207
2015,39050,"Palladia, Inc.",5475,CTI Harlem  OP,New York,111,177 E 122nd St,New York,10035,Outpatient,Outpatient Clinic,Closed,208
2010,39050,"Palladia, Inc.",6494,Dreitzer Women/Childrens Ctr‐Int Res,New York,111,315‐317 East 115th Street,New York,10029,Residential,Intensive Residential,Closed,22
2010,39050,"Palladia, Inc.",7102,Continuing Care Treatment CD OP,New York,109,360 West 125th Street,New York,10027,Outpatient,Outpatient Clinic,Closed,103
2010,39050,"Palladia, Inc.",7133,CTI Bronx OP,Bronx,204,1366 Inwood Ave,Bronx,10452,Outpatient,Outpatient Clinic,Closed,149
2015,39050,"Palladia, Inc.",7133,CTI Bronx OP,Bronx,204,1366 Inwood Ave,Bronx,10452,Outpatient,Outpatient Clinic,Closed,73
2010,39050,"Palladia, Inc.",7146,Esperanza Transitional Shelter CR,New York,111,170 E 107th St,New York,10029,Residential,Community Residential,Closed,76
2015,39050,"Palladia, Inc.",7146,Esperanza Transitional Shelter CR,New York,111,170 E 107th St,New York,10029,Residential,Community Residential,Closed,74
2015,39050,"Palladia, Inc.",52664,Ujima House CR,New York,111,1806‐08 3rd Ave,New York,10029,Residential,Community Residential,Closed,59
2015,39050,"Palladia, Inc.",52854,CTI Bronx OP,Bronx,204,1366 Inwood Ave,Bronx,10452,Outpatient,Outpatient Clinic,Closed,63
2015,39050,"Palladia, Inc.",52855,Starhill IR,Bronx,205,1600 Macombs Rd,Bronx,10452,Residential,Intensive Residential,Closed,181
2019,39050,"Palladia, Inc.",52855,Starhill IR,Bronx,205,1600 Macombs Rd,Bronx,10452,Residential,Intensive Residential,Closed,185
2015,39050,"Palladia, Inc.",52856,Ujima House CR,New York,111,1806‐08 3rd Ave,New York,10029,Residential,Community Residential,Operational,59
2019,39050,"Palladia, Inc.",52856,Ujima House CR,New York,111,1806‐08 3rd Ave,New York,10029,Residential,Community Residential,Operational,69
2015,39050,"Palladia, Inc.",52857,CTI Harlem OP,New York,111,177‐185 E 122nd St,New York,10035,Outpatient,Outpatient Clinic,Operational,187
2019,39050,"Palladia, Inc.",52857,CTI Harlem OP,New York,111,177‐185 E 122nd St,New York,10035,Outpatient,Outpatient Clinic,Operational,141
2015,39050,"Palladia, Inc.",52858,Esperanza Transitional Shelter CR,New York,111,170 E 107th St,New York,10029,Residential,Community Residential,Closed,71
2010,40490,Catholic Charities Neighborhood Svcs.,51149,Catholic Charities Neighborhood Svc OP,Kings,317,1623 Flatbush Ave,Brooklyn,11210,Outpatient,Outpatient Clinic,Operational,41
2015,40490,Catholic Charities Neighborhood Svcs.,51149,Catholic Charities Neighborhood Svc OP,Kings,317,1623 Flatbush Ave,Brooklyn,11210,Outpatient,Outpatient Clinic,Operational,26
2019,40490,Catholic Charities Neighborhood Svcs.,51149,Catholic Charities Neighborhood Svc OP,Kings,317,1623 Flatbush Ave,Brooklyn,11210,Outpatient,Outpatient Clinic,Operational,40
2010,40490,Catholic Charities Neighborhood Svcs.,52078,Flatbush Addictions TreatmentCntr OP R,Kings,314,1463 Flatbush Ave,Brooklyn,11210,Outpatient,Outpatient Rehabilitation,Closed,35
2015,40490,Catholic Charities Neighborhood Svcs.,52078,Flatbush Addictions TreatmentCntr OP R,Kings,314,1463 Flatbush Ave,Brooklyn,11210,Outpatient,Outpatient Rehabilitation,Closed,33
2010,41860,"Silver Lake Support Services, Inc.",51829,Silver Lake Support Services OP,Richmond,501,201 Forest Ave,Staten Island,10301,Outpatient,Outpatient Clinic,Operational,68
2015,41860,"Silver Lake Support Services, Inc.",51829,Silver Lake Support Services OP,Richmond,501,201 Forest Ave,Staten Island,10301,Outpatient,Outpatient Clinic,Operational,112
2019,41860,"Silver Lake Support Services, Inc.",51829,Silver Lake Support Services OP,Richmond,501,201 Forest Ave,Staten Island,10301,Outpatient,Outpatient Clinic,Operational,197
2010,42000,"Community Health Action of SI, Inc.",7318,Community Health Action of SI OP,Richmond,501,56 Bay St,Staten Island,10301,Outpatient,Outpatient Clinic,Closed,60
2015,42000,"Community Health Action of SI, Inc.",7318,Community Health Action of SI OP,Richmond,501,56 Bay St,Staten Island,10301,Outpatient,Outpatient Clinic,Closed,106
2010,42170,"New York Service Network, Inc.",51845,"New York Service Network, Inc. OP",Kings,314,198 Foster Ave,Brooklyn,11230,Outpatient,Outpatient Clinic,Closed,168
2015,42170,"New York Service Network, Inc.",51845,"New York Service Network, Inc. OP",Kings,314,198 Foster Ave,Brooklyn,11230,Outpatient,Outpatient Clinic,Closed,72
2010,42570,Alpha School Center,7301,Alpha School Center OP,Kings,305,2400 Linden Boulevard,Brooklyn,11208,Outpatient,Outpatient Clinic,Closed,95
2010,42660,"Advanced Human Services, Inc.",51859,Advanced Human Services OP,Queens,406,112‐15 72nd Rd,Forest Hills,11375,Outpatient,Outpatient Clinic,Operational,112
2015,42660,"Advanced Human Services, Inc.",51859,Advanced Human Services OP,Queens,406,112‐15 72nd Rd,Forest Hills,11375,Outpatient,Outpatient Clinic,Operational,131
2019,42660,"Advanced Human Services, Inc.",51859,Advanced Human Services OP,Queens,406,112‐15 72nd Rd,Forest Hills,11375,Outpatient,Outpatient Clinic,Operational,114
2015,42660,"Advanced Human Services, Inc.",52612,"Advanced Human Services, Inc. MSW‐OP",Queens,406,112‐15 72nd Rd,Forest Hills,11375,Crisis,Med Sup Withdrawal‐Outpatient,Operational,30
2019,42660,"Advanced Human Services, Inc.",52612,"Advanced Human Services, Inc. MSW‐OP",Queens,406,112‐15 72nd Rd,Forest Hills,11375,Crisis,Med Sup Withdrawal‐Outpatient,Operational,26
2010,42830,"Phoenix House Foundation, Inc.",7198,IMPACT Adolescent Program OP,New York,107,164 West 74th St,New York,10023,Outpatient,Outpatient Clinic,Closed,61
2015,42830,"Phoenix House Foundation, Inc.",7198,IMPACT Adolescent Program OP,New York,107,164 West 74th St,New York,10023,Outpatient,Outpatient Clinic,Closed,27
2010,42830,"Phoenix House Foundation, Inc.",52161,Phoenix House Jack Aron Ctr OP,New York,107,164 West 74th Street,New York,10023,Outpatient,Outpatient Clinic,Closed,166
2015,42830,"Phoenix House Foundation, Inc.",52161,Phoenix House Jack Aron Ctr OP,New York,107,164 West 74th Street,New York,10023,Outpatient,Outpatient Clinic,Closed,182
2010,42870,Access Community Health Center,51470,Access Community Health Center OP,New York,101,83 Maiden Ln,New York,10038,Outpatient,Outpatient Clinic,Closed,44
2015,42870,Access Community Health Center,51470,Access Community Health Center OP,New York,101,83 Maiden Ln,New York,10038,Outpatient,Outpatient Clinic,Closed,49
2010,42930,N. Crown Heights Family Outreach Ctr,51973,N. Crown Heights Family Outreach OP,Kings,308,763‐765 Nostrand Ave,Brooklyn,11216,Outpatient,Outpatient Clinic,Operational,64
2015,42930,N. Crown Heights Family Outreach Ctr,51973,N. Crown Heights Family Outreach OP,Kings,308,763‐765 Nostrand Ave,Brooklyn,11216,Outpatient,Outpatient Clinic,Operational,78
2019,42930,N. Crown Heights Family Outreach Ctr,51973,N. Crown Heights Family Outreach OP,Kings,308,763‐765 Nostrand Ave,Brooklyn,11216,Outpatient,Outpatient Clinic,Operational,32
2010,43050,"Concourse Medical Center, Inc.",829,"Concourse Medical Center, Inc. OTP",Bronx,204,880 Morris Ave,Bronx,10451,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,488
2015,43050,"Concourse Medical Center, Inc.",829,"Concourse Medical Center, Inc. OTP",Bronx,204,880 Morris Ave,Bronx,10451,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,432
2019,43050,"Concourse Medical Center, Inc.",829,"Concourse Medical Center, Inc. OTP",Bronx,204,880 Morris Ave,Bronx,10451,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,400
2010,43710,"AAA Health, Inc.",51953,"AAA Health, Inc. OP",Kings,314,1090 Coney Island Ave,Brooklyn,11230,Outpatient,Outpatient Clinic,Operational,74
2015,43710,"AAA Health, Inc.",51953,"AAA Health, Inc. OP",Kings,314,1090 Coney Island Ave,Brooklyn,11230,Outpatient,Outpatient Clinic,Operational,74
2019,43710,"AAA Health, Inc.",51953,"AAA Health, Inc. OP",Kings,314,1090 Coney Island Ave,Brooklyn,11230,Outpatient,Outpatient Clinic,Operational,88
2010,43750,Joan And Sanford I. Weill Med College,6098,Midtown Ctr for Trtment & Research OP,New York,105,56 W 45th St,New York,10036,Outpatient,Outpatient Clinic,Operational,64
2015,43750,Joan And Sanford I. Weill Med College,6098,Midtown Ctr for Trtment & Research OP,New York,105,56 W 45th St,New York,10036,Outpatient,Outpatient Clinic,Operational,51
2019,43750,Joan And Sanford I. Weill Med College,6098,Midtown Ctr for Trtment & Research OP,New York,105,56 W 45th St,New York,10036,Outpatient,Outpatient Clinic,Operational,48
2019,43750,Joan And Sanford I. Weill Med College,52946,Midtown Ctr for Trtment & Research OP1,New York,105,56 W 45th St,New York,10036,Outpatient,Outpatient Clinic,Closed,4
2010,44120,"VERTEX, LLC",51992,VERTEX OP,Bronx,212,1080 E Gun Hill Rd,Bronx,10469,Outpatient,Outpatient Clinic,Operational,186
2015,44120,"VERTEX, LLC",51992,VERTEX OP,Bronx,212,1080 E Gun Hill Rd,Bronx,10469,Outpatient,Outpatient Clinic,Operational,159
2019,44120,"VERTEX, LLC",51992,VERTEX OP,Bronx,212,1080 E Gun Hill Rd,Bronx,10469,Outpatient,Outpatient Clinic,Operational,155
2010,44510,The PAC Program of Queens,51997,The PAC Program OP,Queens,404,40‐11 Warren St,Elmhurst,11373,Outpatient,Outpatient Clinic,Operational,62
2015,44510,The PAC Program of Queens,51997,The PAC Program OP,Queens,404,40‐11 Warren St,Elmhurst,11373,Outpatient,Outpatient Clinic,Operational,42
2019,44510,The PAC Program of Queens,51997,The PAC Program OP,Queens,404,40‐11 Warren St,Elmhurst,11373,Outpatient,Outpatient Clinic,Operational,34
2010,44570,Metropolitan Corporation Life Skills,51998,Metro Corp For Life Skills CD OP,New York,101,90 Maiden Lane,New York,10038,Outpatient,Outpatient Clinic,Closed,124
2010,44640,Counseling Services of New York LLC,52002,Counseling Services of New York LLC OP,Bronx,204,911 Walton Ave,Bronx,10452,Outpatient,Outpatient Clinic,Operational,100
2015,44640,Counseling Services of New York LLC,52002,Counseling Services of New York LLC OP,Bronx,204,911 Walton Ave,Bronx,10452,Outpatient,Outpatient Clinic,Operational,90
2019,44640,Counseling Services of New York LLC,52002,Counseling Services of New York LLC OP,Bronx,204,911 Walton Ave,Bronx,10452,Outpatient,Outpatient Clinic,Operational,84
2010,44840,The PAC Program of Brooklyn,52021,The PAC Program of Brooklyn OP,Kings,301,7 Debevoise St,Brooklyn,11206,Outpatient,Outpatient Clinic,Operational,94
2015,44840,The PAC Program of Brooklyn,52021,The PAC Program of Brooklyn OP,Kings,301,7 Debevoise St,Brooklyn,11206,Outpatient,Outpatient Clinic,Operational,30
2019,44840,The PAC Program of Brooklyn,52021,The PAC Program of Brooklyn OP,Kings,301,7 Debevoise St,Brooklyn,11206,Outpatient,Outpatient Clinic,Operational,30
2010,44980,"Taylormayd, Inc.",52046,"Taylormayd, Inc. OP",Bronx,210,2500 Saint Raymonds Ave,Bronx,10461,Outpatient,Outpatient Clinic,Closed,25
2015,44980,"Taylormayd, Inc.",52046,"Taylormayd, Inc. OP",Bronx,210,2500 Saint Raymonds Ave,Bronx,10461,Outpatient,Outpatient Clinic,Closed,42
2010,45160,"New York Center for Living, Inc.",52192,New York Center for Living OCDY,New York,106,224‐226 E 52nd St,New York,10022,Chemical Dependency Youth,Outpat Chem Depend for Youth,Closed,18
2015,45160,"New York Center for Living, Inc.",52192,New York Center for Living OCDY,New York,106,224‐226 E 52nd St,New York,10022,Chemical Dependency Youth,Outpat Chem Depend for Youth,Closed,4
2010,45160,"New York Center for Living, Inc.",52540,Center for Living Spec OP‐Mobile,New York,106,224‐226 E 52nd St,New York,10022,Outpatient,Specialized Outpatient ‐ Mobile,Closed,2
2015,45160,"New York Center for Living, Inc.",52540,Center for Living Spec OP‐Mobile,New York,106,224‐226 E 52nd St,New York,10022,Outpatient,Specialized Outpatient ‐ Mobile,Closed,21
2019,45160,"New York Center for Living, Inc.",53007,"New York Center for Living, Inc. OP",New York,106,224‐226 E 52nd St,New York,10022,Outpatient,Outpatient Clinic,Operational,23
2010,45250,"Brownsville Comm Develop.Corp., Inc.",51330,Brownsville Community Development CR,Kings,316,657‐663 E 98th St,Brooklyn,11236,Residential,Community Residential,Operational,19
2015,45250,"Brownsville Comm Develop.Corp., Inc.",51330,Brownsville Community Development CR,Kings,316,657‐663 E 98th St,Brooklyn,11236,Residential,Community Residential,Operational,17
2019,45250,"Brownsville Comm Develop.Corp., Inc.",51330,Brownsville Community Development CR,Kings,316,657‐663 E 98th St,Brooklyn,11236,Residential,Community Residential,Operational,13
2015,45580,"Lafayette Medical Approach, LLC",52692,"Lafayette Medical Approach, LLC OTP",New York,102,233‐235 LaFayette St,New York,10012,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,540
2019,45580,"Lafayette Medical Approach, LLC",52692,"Lafayette Medical Approach, LLC OTP",New York,102,233‐235 LaFayette St,New York,10012,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,538
2010,45670,"JNS Counseling Services, Inc.",52141,JNS Counseling Services OP,Kings,315,1300 Avenue P,Brooklyn,11229,Outpatient,Outpatient Clinic,Closed,124
2015,45670,"JNS Counseling Services, Inc.",52141,JNS Counseling Services OP,Kings,315,1300 Avenue P,Brooklyn,11229,Outpatient,Outpatient Clinic,Closed,79
2010,45700,"S.A.F.E. Foundation, Inc.",52129,SAFE Foundation OP,Kings,315,255 Avenue W,Brooklyn,11223,Outpatient,Outpatient Clinic,Operational,48
2015,45700,"S.A.F.E. Foundation, Inc.",52129,SAFE Foundation OP,Kings,315,255 Avenue W,Brooklyn,11223,Outpatient,Outpatient Clinic,Operational,66
2019,45700,"S.A.F.E. Foundation, Inc.",52129,SAFE Foundation OP,Kings,315,255 Avenue W,Brooklyn,11223,Outpatient,Outpatient Clinic,Operational,64
2010,45720,Richmond University Medical Center,52124,RUMC Bayley Seton Crisis Center,Richmond,501,75 Vanderbilt Avenue,Staten Island,10304,Crisis,Medically Monitored Withdrawal,Closed,14
2010,45720,Richmond University Medical Center,52125,Richmond University Medical Center OP1,Richmond,502,1130 South Ave,Staten Island,10314,Outpatient,Outpatient Clinic,Operational,57
2015,45720,Richmond University Medical Center,52125,Richmond University Medical Center OP1,Richmond,502,1130 South Ave,Staten Island,10314,Outpatient,Outpatient Clinic,Operational,104
2019,45720,Richmond University Medical Center,52125,Richmond University Medical Center OP1,Richmond,502,1130 South Ave,Staten Island,10314,Outpatient,Outpatient Clinic,Operational,142
2010,45720,Richmond University Medical Center,52126,RUMC CD OP Rehab,Richmond,501,427 Forest Avenue,Staten Island,10301,Outpatient,Outpatient Rehabilitation,Closed,41
2015,45720,Richmond University Medical Center,52126,RUMC CD OP Rehab,Richmond,501,427 Forest Avenue,Staten Island,10301,Outpatient,Outpatient Rehabilitation,Closed,7
2010,45720,Richmond University Medical Center,52198,RUMC Medically Managed Detox,Richmond,501,75 Vanderbilt Avenue,Staten Island,10310,Crisis,Medical Managed Detoxification,Closed,24
2019,45720,Richmond University Medical Center,53050,Richmond University Medical Center OP2,Richmond,502,1130 South Ave,Staten Island,10314,Outpatient,Outpatient Clinic,Operational,1
2019,45720,Richmond University Medical Center,53235,Richmond University Medical Center OP,Richmond,501,444 Saint Mark's Pl,Staten Island,10301,Outpatient,Outpatient Clinic,Operational,54
2010,45980,"Housing Works, Inc.",52213,"Housing Works, Inc. OP",Kings,305,2640 Pitkin Ave,Brooklyn,11208,Outpatient,Outpatient Clinic,Closed,42
2015,45980,"Housing Works, Inc.",52213,"Housing Works, Inc. OP",Kings,305,2640 Pitkin Ave,Brooklyn,11208,Outpatient,Outpatient Clinic,Closed,152
2010,46260,"Queens Center for Change, LLP",52202,"Queens Center for Change, Inc.",Queens,403,37‐20 74th Street,Jackson Heights,11372,Outpatient,Outpatient Clinic,Closed,45
2015,46430,The Resource Counseling Center,52554,The Resource Counseling Center OP,Kings,307,449 39th St,Brooklyn,11232,Outpatient,Outpatient Clinic,Operational,140
2019,46430,The Resource Counseling Center,52554,The Resource Counseling Center OP,Kings,307,449 39th St,Brooklyn,11232,Outpatient,Outpatient Clinic,Operational,98
2019,46430,The Resource Counseling Center,53241,Christopher's Reason OP,Richmond,503,4521 Arthur Kill Rd,Staten Island,10309,Outpatient,Outpatient Clinic,Operational,56
2010,47080,"The PAC Program of the Bronx, Inc.",52233,"The PAC Program of the Bronx, Inc OP",Bronx,209,1215‐1217 Stratford Ave,Bronx,10472,Outpatient,Outpatient Clinic,Operational,29
2015,47080,"The PAC Program of the Bronx, Inc.",52233,"The PAC Program of the Bronx, Inc OP",Bronx,209,1215‐1217 Stratford Ave,Bronx,10472,Outpatient,Outpatient Clinic,Operational,99
2019,47080,"The PAC Program of the Bronx, Inc.",52233,"The PAC Program of the Bronx, Inc OP",Bronx,209,1215‐1217 Stratford Ave,Bronx,10472,Outpatient,Outpatient Clinic,Operational,75
2010,47130,North General Hospital and D and TC,52243,Addiction Treatment Center,New York,111,1824 Madison Avenue,New York,10035,Outpatient,Outpatient Clinic,Closed,17
2010,47130,North General Hospital and D and TC,52244,Addiction Treatment Center,New York,111,1824 Madison Avenue,New York,10035,Outpatient,Outpatient Rehabilitation,Closed,13
2010,47370,"Gramercy Park Services, LLC",52527,"Gramercy Park Services, LLC MMTP",New York,106,255 Third Avenue,New York,10010,Opioid Treatment Program,Opioid Outpatient Treatment,Closed,182
2010,47570,START Treatment & Recovery Centers,6,Starting Point Clinic OTP,New York,110,119‐121 W 124th St,New York,10027,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,304
2015,47570,START Treatment & Recovery Centers,6,Starting Point Clinic OTP,New York,110,119‐121 W 124th St,New York,10027,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,310
2019,47570,START Treatment & Recovery Centers,6,Starting Point Clinic OTP,New York,110,119‐121 W 124th St,New York,10027,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,335
2010,47570,START Treatment & Recovery Centers,7,Fort Greene Clinic OTP,Kings,302,937 Fulton St,Brooklyn,11238,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,489
2015,47570,START Treatment & Recovery Centers,7,Fort Greene Clinic OTP,Kings,302,937 Fulton St,Brooklyn,11238,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,547
2019,47570,START Treatment & Recovery Centers,7,Fort Greene Clinic OTP,Kings,302,937 Fulton St,Brooklyn,11238,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,504
2010,47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,New York,110,119‐121 W 124th St,New York,10027,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,303
2015,47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,New York,110,119‐121 W 124th St,New York,10027,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,296
2019,47570,START Treatment & Recovery Centers,8,Kaleidoscope Clinic OTP,New York,110,119‐121 W 124th St,New York,10027,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,330
2010,47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,New York,111,2191 Third Ave,New York,10035,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,339
2015,47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,New York,111,2191 Third Ave,New York,10035,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,360
2019,47570,START Treatment & Recovery Centers,77,Third Horizon Clinic OTP,New York,111,2191 Third Ave,New York,10035,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,324
2010,47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Kings,305,494 Dumont Ave,Brooklyn,11207,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,459
2015,47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Kings,305,494 Dumont Ave,Brooklyn,11207,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,537
2019,47570,START Treatment & Recovery Centers,78,East New York Clinic OTP,Kings,305,494 Dumont Ave,Brooklyn,11207,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,500
2010,47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Kings,304,1149‐55 Myrtle Ave,Brooklyn,11206,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,499
2015,47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Kings,304,1149‐55 Myrtle Ave,Brooklyn,11206,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,563
2019,47570,START Treatment & Recovery Centers,80,ARTC Bushwick MMTP OTP,Kings,304,1149‐55 Myrtle Ave,Brooklyn,11206,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,510
2010,47570,START Treatment & Recovery Centers,1302,START Txt & Recovery Cntrs OTP,New York,112,2406 Amsterdam Ave,New York,10033,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,325
2015,47570,START Treatment & Recovery Centers,1302,START Txt & Recovery Cntrs OTP,New York,112,2406 Amsterdam Ave,New York,10033,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,314
2019,47570,START Treatment & Recovery Centers,1302,START Txt & Recovery Cntrs OTP,New York,112,2406 Amsterdam Ave,New York,10033,Opioid Treatment Program,Opioid Outpatient Treatment,Operational,250
2010,47570,START Treatment & Recovery Centers,6450,Addiction Resrch/Trmt Co ‐ CD OP,New York,111,2195 3rd Ave,New York,10035,Outpatient,Outpatient Clinic,Closed,23
2010,47570,START Treatment & Recovery Centers,52059,REACH Program OP,New York,110,119‐121 W 124th St,New York,10027,Outpatient,Outpatient Clinic,Operational,39
